,AMP,CHMON,ETH,ETH10G,ETHN,ETTP,OC192,OPTMON,OSC,OTM,OTM2,OTUTTP,PTP,STM4,STM64,STTP,IS,IS-ANR,OOS,OOS-AU,OOS-AUMA,OOS-MA,OOS-MAANR,n/a,Automatic Shutoff,Automatic Shutoff Disabled,Excessive Error Ratio,Frequency Out Of Range,GCC0 Link Failure,GCC0 OSPF Adjacency Loss,Gauge Threshold Crossing Alert Summary,Laser Off Far End Failure Triggered,Link Down,Local Fault,Loss Of Channel,Loss Of Clock,Loss Of Data Synch,Loss Of Frame,Loss Of Signal,ODU AIS,ODU BDI,ODU LCK,OSC Loss Of Signal,OSC OSPF Adjacency Loss,OSC Signal Degrade,OTU BDI,OTU Signal Degrade,Optical Line Fail,Pre-FEC Signal Degrade,Pre-FEC Signal Fail,Protection Switch Complete - Revertive,RFI,Remote Fault,Rx Channel Power Out Of Range,Rx Power Out Of Range,Shutoff Threshold Crossed,TX Tuning in Progress,normal,BBE-RS,CV-OTU,CV-S,DROPGAINAVG-OTS,DROPGAINMAX-OTS_DROPGAINMIN-OTS_-,E-CV,E-ES,E-INFRAMESERR_E-INFRAMES_/,E-OUTFRAMESERR_E-OUTFRAMES_/,E-UAS,ES-OTU,ES-RS,ES-S,OCH-OPRAVG,OCH-OPRMAX_OCH-OPRMIN_-,OCH-SPANLOSSAVG,OCH-SPANLOSSMAX_OCH-SPANLOSSMIN_-,OPINAVG-OTS,OPINMAX-OTS_OPINMIN-OTS_-,OPOUTAVG-OTS,OPOUTAVG-OTS_OPINAVG-OTS_-,OPOUTMAX-OTS_OPOUTMIN-OTS_-,OPRAVG-OCH,OPRAVG-OTS,OPRMAX-OCH_OPRMIN-OCH_-,OPRMAX-OTS_OPRMIN-OTS_-,OPTAVG-OCH,OPTAVG-OTS,OPTMAX-OCH_OPTMIN-OCH_-,OPTMAX-OTS_OPTMIN-OTS_-,ORLAVG-OTS,ORLMIN-OTS,OTU-CV,OTU-ES,OTU-QAVG,OTU-QSTDEV,PCS-CV,PCS-ES,PCS-UAS,QAVG-OTU,QSTDEV-OTU,RS-BBE,RS-ES,S-CV,S-ES
DROPGAINAVG-OTS,,,,,,,,,,,,,,,,,0.8350992423173074,,,-0.834574597489736,0.011859202586679905,,,-0.0015714402148234883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.024158010500990187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DROPGAINMAX-OTS_DROPGAINMIN-OTS_-,,,,,,,,,,,,,,,,,0.015211631535719432,,,-0.015134472050955083,-0.0009073796481771066,,,-0.0011715281045386351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024158010500990187,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-ES,,,-0.010528015144049892,-0.010314978929494786,0.042820072551922876,-0.018682113009943664,,,,,,,,,,,0.014281342342516198,-0.00321092142224497,,-0.014595159003340592,-0.0003538882036931512,0.009094760848173941,-0.00037793946051085757,-0.001649112472624556,,,0.00011187004872116665,-0.002798728489879254,,,,-0.0027501799377696173,-0.0007254543080873861,-0.003911754270678567,,-0.00080478417676357,-7.735416302816993e-05,-0.002586491262692274,-0.001568754406688366,,,,,,,,,,,,,,0.0011717189244807111,,-0.0011621129083051055,,,0.005648910692943554,,,,,,,1.0,9.708861947607573e-05,0.0010062691148492978,-0.019182039327545735,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41052868456448155,0.6774197488646146,-0.16852672013045267,,,,,,
E-INFRAMESERR_E-INFRAMES_/,,,-0.0038334944543303873,-0.011932606080436111,0.006852747758168458,0.011661535041581064,,,,,,,,,,,-0.11394548223544981,0.0012840940334649753,,0.12305589422524668,0.33895214200476376,0.016669415807167975,-0.00011175061170882905,-0.0006836618717184303,,,0.008343202083482671,-6.960053998030272e-05,,,,-0.001231910013763388,-0.0003835645971676428,0.02246490950556268,,-0.0003290155691876116,-3.724980125460368e-05,-0.00029112623682706236,-0.0002534407671744171,,,,,,,,,,,,,,-0.0008709618501400961,,-0.00012174057250412425,,,-0.007158305465422042,,,,,,,9.708861947607573e-05,1.0,0.4567804740954724,0.16123125783563963,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0058947591764577706,0.009520446713645247,0.28541510661169034,,,,,,
E-OUTFRAMESERR_E-OUTFRAMES_/,,,-0.0028126518319626513,-0.009088531668553137,0.019951105848025643,-0.004440575435766542,,,,,,,,,,,-0.04607476192865163,0.009436452545039591,,0.015540065830741006,0.5614831002000441,0.029638327985791187,-6.196575135044446e-05,-0.00042404229240194875,,,-0.00020554170583089948,-5.059462261839391e-05,,,,-0.0006533832449779646,-0.00021268620814679753,-0.0003395180547171455,,-0.00018243894445282467,-2.065503109310451e-05,-0.00021959864419567127,-0.0003931772322492878,,,,,,,,,,,,,,-0.0004928853613925532,,-6.531772377353626e-05,,,0.0010589120490214453,,,,,,,0.0010062691148492978,0.4567804740954724,1.0,0.10456426945327241,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0030464044711381007,0.02529597930353438,0.06679937540248632,,,,,,
E-UAS,,,0.03104633861489991,-0.07175050151861892,-0.012626793137621533,0.08896158385889755,,,,,,,,,,,-0.8860287127050022,0.46653402728904797,,0.7069716052433804,0.029049158489178138,0.007400620821775826,0.009679190096199079,0.015693309333400574,,,0.060240955646539605,0.12893369048976816,,,,0.1286952874890875,-0.006985856941282829,0.1763679711457764,,0.01810298515455259,0.0011353327982588394,0.11028932573376131,0.026410104096545473,,,,,,,,,,,,,,0.03799125983385262,,0.051199432003233444,,,-0.2816544816722061,,,,,,,-0.019182039327545735,0.16123125783563963,0.10456426945327241,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08243918737979812,-0.27784148182083235,0.7806651724201057,,,,,,
ES-OTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-S,,,,,,,0.15144134067929693,,,,,,,,,-0.15144134067929693,-0.09874934638434023,-0.06093321259445702,,0.21701028239321746,,,,-0.01652305530842149,,,,,,,,,,,,,,0.6190652366905799,0.5754750910921383,,,,,,,,,,,,,0.19551085927352993,,,,,,-0.871929211598682,,,0.5417832701886073,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCH-OPRAVG,,,,,,,,,,-0.16297123170129113,,,0.16297123170129113,,,,-0.022355260538113233,-0.09863405007312226,,0.07076543470607556,0.003714050575316248,0.00549831032766143,,-0.007528281237441311,,,,,,,,0.02075263199197505,,,,,,,0.005733549599426286,,,,,,,,,,,,,,,,,,,-0.021336711991763548,,,,,,,,,,,,,,1.0,-0.14417958800858993,,,,,,,,,,,,,,,,,,,-0.0033487385956975702,0.27117562062610934,0.0870320505715055,,,,,,,,,
OCH-OPRMAX_OCH-OPRMIN_-,,,,,,,,,,0.0028564526118285416,,,-0.0028564526118285464,,,,-0.05829697593247722,0.025880584161281358,,0.058789863781664974,-0.0023580087070704226,-0.0017375391740243617,,-0.006110315895030501,,,,,,,,-0.007673221899416075,,,,,,,0.0008291037186985293,,,,,,,,,,,,,,,,,,,0.007491955292088632,,,,,,,,,,,,,,-0.14417958800858993,1.0,,,,,,,,,,,,,,,,,,,0.5145473827260022,-0.33217043389031625,0.26362976811727956,,,,,,,,,
OCH-SPANLOSSAVG,,,,,,,,,,,,,,,,,0.00687806868139358,,,-0.005185106510521334,-0.0065084631434971976,,,-0.0047922753885491125,,,,,,,,,,,,,,,,,,,-0.0026813077058604954,-0.033711950794022054,-0.0035347279156949336,,,,,,,,,,,,,0.03305997486377044,,,,,,,,,,,,,,,,1.0,-0.1170878164632339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCH-SPANLOSSMAX_OCH-SPANLOSSMIN_-,,,,,,,,,,,,,,,,,-0.017174893079566975,,,0.018192324945597742,0.00010518738763528613,,,1.836417386920972e-05,,,,,,,,,,,,,,,,,,,0.0019460670830538371,0.0603657870609975,0.004482340500286604,,,,,,,,,,,,,-0.0582448900125598,,,,,,,,,,,,,,,,-0.1170878164632339,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPINAVG-OTS,,,,,,,,,,,,,,,,,0.9484879125472454,,,-0.9460801493796699,-0.06655134717454825,,,-0.004170318434369149,-0.008210993011119572,-0.0032875614233352796,,,,,-0.003700099547063899,,,,,,,,,,,,,,,,,-0.0020288222374268963,,,,,,,,-0.013245171535359666,,0.01368926530516153,,,,,,,,,,,,,,,,,,1.0,-0.09896538926711156,0.9828191693632962,0.150278611364917,-0.22832247648612994,,,,,,,,,0.694697610351059,0.13564399032570867,,,,,,,,,,,,,
OPINMAX-OTS_OPINMIN-OTS_-,,,,,,,,,,,,,,,,,-0.1279366962835257,,,0.1383380862736758,-0.0009608935520795002,,,-0.0033819338904335357,-0.00020294691545881711,-0.0002029469154583617,,,,,0.0834938247255202,,,,,,,,,,,,,,,,,0.06495841114928554,,,,,,,,0.036660445850314895,,-0.10058098634124796,,,,,,,,,,,,,,,,,,-0.09896538926711156,1.0,-0.1267692510522446,-0.014542522204811743,0.845428436258612,,,,,,,,,-0.05718065152468161,-0.005598295130297243,,,,,,,,,,,,,
OPOUTAVG-OTS,,,,,,,,,,,,,,,,,0.9638620117162285,,,-0.9606672526605405,-0.07585395041157575,,,-0.003852833313413977,-0.012364138821307841,-0.0064525616148343274,,,,,-0.008522097745467694,,,,,,,,,,,,,,,,,-0.002215137514750185,,,,,,,,-0.019089245055634637,,0.022284407588294832,,,,,,,,,,,,,,,,,,0.9828191693632962,-0.1267692510522446,1.0,0.33017172427916125,-0.2819200887872432,,,,,,,,,0.7271393570741165,0.10561819463396356,,,,,,,,,,,,,
OPOUTAVG-OTS_OPINAVG-OTS_-,,,,,,,,,,,,,,,,,0.3121753843993222,,,-0.30737647181489985,-0.06595466307473674,,,0.0006900936616182268,-0.024235650723702543,-0.017749728604953604,,,,,-0.026725298117838324,,,,,,,,,,,,,,,,,-0.001489583606632349,,,,,,,,-0.034512816977247736,,0.049356355914162583,,,,,,,,,,,,,,,,,,0.150278611364917,-0.014542522204811743,0.33017172427916125,1.0,-0.0019750500834010967,,,,,,,,,0.26118089605431327,-0.08425341282364614,,,,,,,,,,,,,
OPOUTMAX-OTS_OPOUTMIN-OTS_-,,,,,,,,,,,,,,,,,-0.3330811572477604,,,0.3522955159541836,-0.0006678641069325013,,,-0.0032100619162069924,0.030916142278116388,,,,,,0.04735954202788335,,,,,,,,,,,,,,,,,0.04770447027373406,,,,,,,,0.03023053288860455,,-0.07067874993674009,,,,,,,,,,,,,,,,,,-0.22832247648612994,0.845428436258612,-0.2819200887872432,-0.0019750500834010967,1.0,,,,,,,,,-0.04773325877330381,0.00036602945286874476,,,,,,,,,,,,,
OPRAVG-OCH,,,,,,,,,,,,,,,,,0.07496696834235711,-0.0565294208807313,,-0.05695668644714827,-0.004894434724801396,-0.0006162441218853214,-0.001276490266659324,0.0055368103451026,,,,,-0.000876849690222941,-0.005319776527921417,,0.02246674223733189,,,,-0.0032061947361698615,,,,,,,,,,-0.0014764878132626138,,,-0.0005893541362773925,,,,,,-0.0053197765279214175,,,-0.005142288025065625,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.03162488644892222,,,,,,,,,-0.13217897100744086,-0.09028297369631043,-0.12067124250820087,,,,-0.37717485838634,-0.38550809708488554,,,,
OPRAVG-OTS,,,,,,,,,,,,,,,,,0.9316936210199952,,-0.3292908108246784,-0.7219680186560844,-0.051085229813214526,0.03848165498313144,,0.004343552449223991,,,,,,,0.0038796532893387954,,,,,,,,0.007235191292586862,,,,,,,,,,,,0.0017554226187028914,,,,,,,-0.008361891712114333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.16398073053830273,,,,,,,,,,,,,,,,,,,
OPRMAX-OCH_OPRMIN-OCH_-,,,,,,,,,,,,,,,,,-0.08028108453081777,0.017397149109392034,,0.08601289975611898,0.002527769009722508,0.010740474071363935,0.017543990246325785,0.0068053723827029055,,,,,0.08981484893414776,0.038377048730439164,,0.0005432647963516371,,,,0.03625367721631955,,,,,,,,,,0.05660945759678292,,,0.0013617666062373406,,,,,,0.03837704873043918,,,-0.10989105018221236,,,,,,,,,,,,,,,,,,,,,,,-0.03162488644892222,,1.0,,,,,,,,,0.11881543091137778,-0.14004371302221408,-0.023035902416876326,,,,0.07259498538503144,0.08132816665238386,,,,
OPRMAX-OTS_OPRMIN-OTS_-,,,,,,,,,,,,,,,,,-0.2690148711786951,,-0.0005268582798107582,0.45326592949977806,0.015587875217740806,-0.021789129665662755,,0.003693912524565765,,,,,,,0.015896598369481978,,,,,,,,0.0988219223951251,,,,,,,,,,,,-0.0005216464701295113,,,,,,,-0.09676536054310744,,,,,,,,,,,,,,,,,,,,,,,,-0.16398073053830273,,1.0,,,,,,,,,,,,,,,,,,,
OPTAVG-OCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.13761759434654705,,,,,,,,,,,,,,,,
OPTAVG-OTS,,,,,,,,,,,,,,,,,0.37748764290158343,,,-0.3827349622116233,-0.022067195053561712,0.030105745033734893,,-0.012791767750347975,,,,,,,,,,,,,,,0.0027800861591119113,,,,,,,,,,,,,,,,,,,-0.0027800861591112955,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.25598447655169554,,,,,,,,,,,,,,,
OPTMAX-OCH_OPTMIN-OCH_-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13761759434654705,,1.0,,,,,,,,,,,,,,,,
OPTMAX-OTS_OPTMIN-OTS_-,,,,,,,,,,,,,,,,,-0.03201009128051768,,,0.03450219125944493,,-0.01166499656773028,,0.006036982707926873,,,,,,,,,,,,,,,0.032081844823056,,,,,,,,,,,,,,,,,,,-0.03208184482305688,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25598447655169554,,1.0,,,,,,,,,,,,,,,
ORLAVG-OTS,,,,,,,,,,,,,,,,,0.722552828549468,,,-0.7096613579410529,-0.14748643994836272,,,0.007082129286854235,-0.024481431989656726,-0.01329558603952921,,,,,-0.01935309773299139,,,,,,,,,,,,,,,,,-0.004356794500909331,,,,,,,,-0.03622587802998206,,0.04510070086737143,,,,,,,,,,,,,,,,,,0.694697610351059,-0.05718065152468161,0.7271393570741165,0.26118089605431327,-0.04773325877330381,,,,,,,,,1.0,0.9939854888256038,,,,,,,,,,,,,
ORLMIN-OTS,,,,,,,,,,,,,,,,,0.014532567990948757,,,-0.019305069713117552,-0.0033942403121466893,,,0.009148364199619913,,,,,,,0.002087042683522935,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002087042683522935,,,,,,,,,,,,,,,,,,0.13564399032570867,-0.005598295130297243,0.10561819463396356,-0.08425341282364614,0.00036602945286874476,,,,,,,,,0.9939854888256038,1.0,,,,,,,,,,,,,
OTU-CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU-ES,,,,,,,,,,-0.24853538913916812,0.5581316940579207,-0.06490615127584547,,,,,-0.801132834440965,0.01309627673715067,,0.8529433525341679,0.02894545678747818,-0.0015623118509814288,0.0022551652223862352,0.0025948861417850115,,,,,0.008587102144935053,-0.000739985173813844,,0.012040734810546494,,,0.005897780513478845,0.007400459251597388,,0.001283902189004078,0.0036007167405764247,-0.002282936449823332,-0.0010306253490380546,-0.0005836618027256316,,,,0.006377136813207444,0.006148690500363998,,-0.0010228992062314157,0.0007733828582314404,,,,-0.0013902986242904415,-0.0006236067930772088,,-0.00034106621341714973,-0.01276225858083123,,,,,,,,,,,,,,-0.0033487385956975702,0.5145473827260022,,,,,,,,-0.13217897100744086,,0.11881543091137778,,,,,,,,,1.0,0.0029323646010713145,-0.0010686741979277622,,,,,,,,,
OTU-QAVG,,,,,,,,,,0.10186825362208538,,-0.10186825362208538,,,,,0.02584016701666582,-0.042588314633215114,,-0.0027126064339618823,0.0022158674946457283,-0.0018158543891561739,,0.005022437979551783,,,,,0.00010919716633739133,,,,,,,,,,,,,,,,,,,,-0.0067311029323692,,,,,,,,,0.004682409297747276,,,,,,,,,,,,,,0.27117562062610934,-0.33217043389031625,,,,,,,,-0.09028297369631043,,-0.14004371302221408,,,,,,,,,0.0029323646010713145,1.0,0.33535339139714676,,,,,,,,,
OTU-QSTDEV,,,,,,,,,,0.05891686154712476,,-0.05891686154712476,,,,,0.016140429610802056,-0.011276898863176675,,-0.010994380211144876,0.002523057947481125,-0.0016437836187716854,,-0.00464581083721132,,,,,-0.0004640908497821817,,,,,,,,,,,,,,,,,,,,0.000946712476840706,,,,,,,,,-0.00034126610581236176,,,,,,,,,,,,,,0.0870320505715055,0.26362976811727956,,,,,,,,-0.12067124250820087,,-0.023035902416876326,,,,,,,,,-0.0010686741979277622,0.33535339139714676,1.0,,,,,,,,,
PCS-CV,,,-0.021819564294428172,0.018321510196692058,0.013725851489334282,-0.02156380724249381,,,,,,,,,,,0.07501676438832655,-0.009105274325939479,,-0.06512887349569961,-0.0024505438555900982,-0.0008172719629276594,-0.0008921504612128688,-0.002847474776411771,,,0.010479839900211192,-0.008434757864890284,,,,-0.010728483832243882,,-0.012200722804910974,,-0.0023911042105915293,-0.00023033065080275871,-0.006952831616346043,-0.004335990112605304,,,,,,,,,,,,,,-0.0029582578655360466,,-0.0013628820281500844,,,0.018489769959561513,,,,,,,0.41052868456448155,-0.0058947591764577706,-0.0030464044711381007,-0.08243918737979812,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.30474651430606126,-0.07308358974189319,,,,,,
PCS-ES,,,-0.07590729706304797,-0.06688528272444305,0.21746269344865116,-0.07167208452582345,,,,,,,,,,,0.27139119402767076,-0.02591203810955893,,-0.2438426118292174,0.011347029349304651,0.04020770397698013,-0.0030971986764698973,-0.004589792209864959,,,-0.004326192684111532,-0.029362722030220584,,,,-0.03111836226809108,,-0.03868390568143,,-0.0028177187865763356,-0.0008016167342354994,-0.021861693450123013,-0.016264506168925507,,,,,,,,,,,,,,0.0010625912602689814,,-0.002446205549375915,,,0.06350038378145889,,,,,,,0.6774197488646146,0.009520446713645247,0.02529597930353438,-0.27784148182083235,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30474651430606126,1.0,-0.25776756596441963,,,,,,
PCS-UAS,,,0.21151664039343906,-0.013194699366611667,-0.16407562609161785,-0.004918037199655555,,,,,,,,,,,-0.7740461999927747,-0.09420613523061402,,0.7791197532484085,0.03203752100277082,-0.013716861584366533,0.004915690198073796,0.006516535522872357,,,-0.014149412220846092,0.08917576556740961,,,,0.050879705072490795,,-0.01869796509432275,,-0.035554266529662926,-0.005043966417917052,-0.01669736501224416,-0.0766017118643308,,,,,,,,,,,,,,-0.11972321407264294,,-0.028092521618832578,,,0.020729311829158454,,,,,,,-0.16852672013045267,0.28541510661169034,0.06679937540248632,0.7806651724201057,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07308358974189319,-0.25776756596441963,1.0,,,,,,
QAVG-OTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37717485838634,,0.07259498538503144,,,,,,,,,,,,,,,1.0,0.9697310555253863,,,,
QSTDEV-OTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38550809708488554,,0.08132816665238386,,,,,,,,,,,,,,,0.9697310555253863,1.0,,,,
RS-BBE,,,,,,,,,,,,,,-0.004417131275756961,0.020015087132388736,-0.019507370000523362,-0.014288075317500008,-0.021665179842067908,,0.02456082405976838,-0.001642575287668587,,,-0.0006242994358686206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.10780830687732522,,
RS-ES,,,,,,,,,,,,,,-0.030898546795645316,0.11612621609723903,-0.11168222956318213,-0.7681064071727672,-0.14068458560428598,,0.8562435154903647,-0.011664852476893616,,,-0.01649498282041771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10780830687732522,1.0,,
S-CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-ES,,,,,,,,,,,,,,,,,-0.2463443568904158,,,0.2463443568904158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
