,AMP,CHMON,ETH,ETH10G,ETHN,ETTP,OC192,OPTMON,OSC,OTM,OTM2,OTUTTP,PTP,STM4,STM64,STTP,IS,IS-ANR,OOS,OOS-AU,OOS-AUMA,OOS-MA,OOS-MAANR,n/a,Automatic Shutoff,Automatic Shutoff Disabled,Excessive Error Ratio,Frequency Out Of Range,GCC0 Link Failure,GCC0 OSPF Adjacency Loss,Gauge Threshold Crossing Alert Summary,Laser Off Far End Failure Triggered,Link Down,Local Fault,Loss Of Channel,Loss Of Clock,Loss Of Data Synch,Loss Of Frame,Loss Of Signal,ODU AIS,ODU BDI,ODU LCK,OSC Loss Of Signal,OSC OSPF Adjacency Loss,OSC Signal Degrade,OTU BDI,OTU Signal Degrade,Optical Line Fail,Pre-FEC Signal Degrade,Pre-FEC Signal Fail,Protection Switch Complete - Revertive,RFI,Remote Fault,Rx Channel Power Out Of Range,Rx Power Out Of Range,Shutoff Threshold Crossed,TX Tuning in Progress,normal,BBE-RS,CV-OTU,CV-S,DROPGAINAVG-OTS,DROPGAINMAX-OTS_DROPGAINMIN-OTS_-,E-CV,E-ES,E-INFRAMESERR_E-INFRAMES_/,E-OUTFRAMESERR_E-OUTFRAMES_/,E-UAS,ES-OTU,ES-RS,ES-S,OCH-OPRAVG,OCH-OPRMAX_OCH-OPRMIN_-,OCH-SPANLOSSAVG,OCH-SPANLOSSMAX_OCH-SPANLOSSMIN_-,OPINAVG-OTS,OPINMAX-OTS_OPINMIN-OTS_-,OPOUTAVG-OTS,OPOUTAVG-OTS_OPINAVG-OTS_-,OPOUTMAX-OTS_OPOUTMIN-OTS_-,OPRAVG-OCH,OPRAVG-OTS,OPRMAX-OCH_OPRMIN-OCH_-,OPRMAX-OTS_OPRMIN-OTS_-,OPTAVG-OCH,OPTAVG-OTS,OPTMAX-OCH_OPTMIN-OCH_-,OPTMAX-OTS_OPTMIN-OTS_-,ORLAVG-OTS,ORLMIN-OTS,OTU-CV,OTU-ES,OTU-QAVG,OTU-QSTDEV,PCS-CV,PCS-ES,PCS-UAS,QAVG-OTU,QSTDEV-OTU,RS-BBE,RS-ES,S-CV,S-ES
Excessive Error Ratio,-0.0010260622633308397,-0.01106648508353595,-0.00027996527084396593,0.00187016954302886,-0.000435278698479757,0.08158188502310428,-3.257705451876243e-05,-0.00284674534362638,-0.0005923946549219625,-0.0007713115242290545,-0.00022260921194891504,-0.0003983762238864769,-0.0006211991936091233,-5.529075663770688e-06,-0.000114250748523213,-2.6844105854343834e-05,-0.00044944414547488134,0.0025611456165879564,-0.0007516933942881305,0.019747235124578346,-0.00015259590105520479,-0.00024563037203997537,-1.0655911452142614e-05,-0.011073730931402955,-5.910830811687644e-06,-2.9554145140704562e-06,1.0,-7.575822653955228e-05,-2.472694378296344e-05,-1.002230883347368e-05,-1.857456426347165e-05,-0.0001184940764940746,-2.1515855167610235e-05,-0.00011132561937307695,-2.955414513328481e-06,-2.3550926656342977e-05,-2.0897935383716136e-06,-7.157774906311165e-05,-5.6310263308895054e-05,-7.81929654743096e-06,-6.269383141210827e-06,-2.089793538433595e-06,-2.9554145126615444e-06,-2.2987867916450892e-05,-8.09374127972805e-06,-1.462859013788571e-05,-1.7105754218193948e-05,-4.179587707645883e-06,-4.179587708542565e-06,-8.093741279047068e-06,-3.619628949257818e-06,-3.6196289492996543e-06,-6.52569850511475e-05,-6.608510413745939e-06,-3.2710845036487965e-05,-9.576646724902833e-06,-2.9554145136545648e-06,-0.19125618709971356,,,,,,,0.00011187004872116665,0.008343202083482671,-0.00020554170583089948,0.060240955646539605,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010479839900211192,-0.004326192684111532,-0.014149412220846092,,,,,,
Frequency Out Of Range,-0.001793727706342418,-0.019346058829784914,-0.0004894259160306902,-0.0019292415187081142,-0.0007609396524218367,0.1552509335172189,-5.695011638580841e-05,-0.0049765849320532905,-0.0010356045083749713,-0.0013483809911437545,-0.0003891579735865017,-0.000696427981813241,-0.0010859596387773147,-9.665745025577215e-06,-0.00019972933467868843,-4.692796743033127e-05,-0.005203715884398138,-0.0002746241881954199,-0.001314085233623763,0.04213969833163864,-0.00026676304693298836,-0.0004294027952597058,-1.8628307763998767e-05,-0.019358725789251952,-1.0333116598157855e-05,-5.166556737679479e-06,-7.575822653955228e-05,1.0,-4.3226815551405e-05,-1.7520664870947406e-05,-3.24714315695545e-05,-0.00020714737878682756,-3.7613297904326804e-05,-0.00019461572173890844,-5.166556737444197e-06,-4.117094174014339e-05,-3.653307120810714e-06,-0.0001251298252171645,-9.84397177328564e-05,-1.3669432526803426e-05,-1.095992577840839e-05,-3.653307121190748e-06,-5.1665567371071385e-06,-4.018662132504037e-05,-1.4149207620616496e-05,-2.5573211688919707e-05,-2.9903707014047508e-05,-7.306615344487163e-06,-7.306615345076073e-06,-1.4149207616487329e-05,-6.32771418270061e-06,-6.327714183790965e-06,-0.0001140800772349323,-1.1552776729743506e-05,-5.718400449997795e-05,-1.6741573284225987e-05,-5.1665567375346666e-06,-0.3343476650864416,,,,,,,-0.002798728489879254,-6.960053998030272e-05,-5.059462261839391e-05,0.12893369048976816,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008434757864890284,-0.029362722030220584,0.08917576556740961,,,,,,
GCC0 Link Failure,-0.0005854599061677004,-0.006314415364165198,-0.0001597451217214498,-0.0006937147988833638,-0.00024836526521531397,-0.0002775797059290556,-1.858811104583342e-05,-0.0016243217612091194,-0.00033801391153142057,0.009541553112413819,0.0753334010447289,0.0006626428156803361,-0.00035444946637502297,-3.1548301080961075e-06,-6.519022765800051e-05,-1.5316953244197085e-05,0.0060427657272477285,0.011016015950540288,-0.0004289080303640034,-0.00017261720320018283,-8.706955234507151e-05,-0.00014015400401325154,-6.080146542540464e-06,-0.006318549766866278,-3.3726554215255817e-06,-1.6863272007981395e-06,-2.472694378296344e-05,-4.3226815551405e-05,1.0,-5.718619821163336e-06,-1.0598443237771023e-05,-6.76114242289049e-05,-1.2276711663066186e-05,-6.35211809409904e-05,-1.686327200891097e-06,-1.3437901190140916e-05,-1.1924133392813553e-06,-4.0841480830492634e-05,-3.213002045146634e-05,-4.461605098672756e-06,-3.5772414593826005e-06,-1.1924133394656066e-06,-1.6863272009157716e-06,-1.3116626040938897e-05,-4.618200263385524e-06,-8.34691355922257e-06,-9.760356288649342e-06,-2.3848270380143924e-06,-2.3848270387733437e-06,-4.618200262156033e-06,-2.065320694084622e-06,-2.0653206943138916e-06,-3.723492203367023e-05,-3.7707437730306664e-06,-1.8664450455050765e-05,-5.464329891553364e-06,-1.6863272009370893e-06,-0.10912868877979388,,,,,,,,,,,,,,,,,,,,,,,-0.000876849690222941,,0.08981484893414776,,,,,,,,,0.008587102144935053,0.00010919716633739133,-0.0004640908497821817,,,,,,,,,
GCC0 OSPF Adjacency Loss,-0.00023729822987602134,-0.002559354743822076,-6.474778923644652e-05,-0.00028117603281054416,-0.00010066724835479534,-0.00011250842652387381,-7.534121126165366e-06,-0.0006583690439253959,-0.0001370035796212383,0.0026851475641951152,0.03522340586241194,-9.213278395658956e-05,-0.00014366522809819665,-1.2787136958305346e-06,-2.6422860834165153e-05,-6.2082575655606245e-06,0.00034518614351186937,0.020041400737623772,-0.00017384472495780894,-0.00015217142497515906,-3.5290974549313884e-05,-5.6807130116780564e-05,-2.464401057382086e-06,-0.0025610304981199634,-1.3670025103785244e-06,-6.835010485966159e-07,-1.002230883347368e-05,-1.7520664870947406e-05,-5.718619821163336e-06,1.0,-4.295754147914851e-06,-2.7404218659286638e-05,-4.975988819122845e-06,-2.5746363897894243e-05,-6.835010485573684e-07,-5.44664140579256e-06,-4.833082022201331e-07,-1.6553842558565623e-05,-1.3022919076140383e-05,-1.8083748886486859e-06,-1.4499251901118977e-06,-4.833082022640338e-07,-6.835010486112279e-07,-5.3164223723460255e-06,-1.871845937615159e-06,-3.3831655959887105e-06,-3.956061288051827e-06,-9.666165499067418e-07,-9.666165504543575e-07,-1.8718459381598214e-06,-8.371144459354937e-07,-8.371144461232548e-07,-1.5092034479838293e-05,-1.5283554231350715e-06,-7.565062969177936e-06,-2.2147986511142324e-06,-6.835010486525498e-07,-0.04423196942822626,,,,,,,,,,,,,,,,,,,,,,,-0.005319776527921417,,0.038377048730439164,,,,,,,,,-0.000739985173813844,,,,,,,,,,,
Gauge Threshold Crossing Alert Summary,0.007775266119416738,-0.004743308148461473,-0.00011999849454814268,-0.0005211096937673131,-0.00018656881407618352,-0.0002085143286861675,-1.3963151531798375e-05,0.003093507812547806,-0.000253911731921527,-0.00033059893990158455,-9.541458563346119e-05,-0.0001707517044738635,-0.00026625791063079527,-2.369868071521612e-06,-4.8970066129960374e-05,-1.1505899584153402e-05,0.004438482172719659,-0.00014892713947995252,-0.0003221902325850775,0.0017736274910380163,-6.540553532364089e-05,-0.00010528189719054902,-4.567328403279182e-06,-0.004746413860020753,-2.5334956633380526e-06,-1.2667474483584352e-06,-1.857456426347165e-05,-3.24714315695545e-05,-1.0598443237771023e-05,-4.295754147914851e-06,1.0,-5.078883808436631e-05,-9.222108953984887e-06,-4.771629958676173e-05,-1.2667474484625093e-06,-1.0094379692812886e-05,-8.95725665886066e-07,-3.067959859686427e-05,-2.413566087279892e-05,-3.3515007497528705e-06,-2.6871780813747234e-06,-8.957256658947708e-07,-1.2667474486054742e-06,-9.853041902861806e-06,-3.4691330336138946e-06,-6.270094824513706e-06,-7.331854946812446e-06,-1.7914516020728017e-06,-1.7914516021762084e-06,-3.4691330335104456e-06,-1.5514425188298811e-06,-1.5514425189126862e-06,-2.797039771586884e-05,-2.832534547755122e-06,-1.4020496725561699e-05,-4.104734802293923e-06,-1.2667474484188017e-06,-0.08197607675841057,,,,,,,,,,,,,,,,,,-0.003700099547063899,0.0834938247255202,-0.008522097745467694,-0.026725298117838324,0.04735954202788335,,0.0038796532893387954,,0.015896598369481978,,,,,-0.01935309773299139,0.002087042683522935,,,,,,,,,,,,,
Laser Off Far End Failure Triggered,-0.0028055845276401797,-0.030259332635974735,-0.0007655151740772807,0.08592281296456311,0.010549509856331827,-0.001330190709542439,-8.907615396502833e-05,-0.007783918171355046,-0.0016197976844068169,-0.0018182814136561297,0.000551966721508243,-0.0010892888383968683,0.011295048350365015,-1.5118272743222962e-05,-0.0003123983250223615,-7.340042690688164e-05,0.005623196185518842,0.019692257106247522,-0.0020553717195580146,0.040719358208895745,-0.00041724631587146643,-0.0006716325084019576,-2.9136692177475076e-05,-0.030075139601465305,-1.616211420879396e-05,-8.081054660107903e-06,-0.0001184940764940746,-0.00020714737878682756,-6.76114242289049e-05,-2.7404218659286638e-05,-5.078883808436631e-05,1.0,-5.8831274259661876e-05,-0.0003044000802986619,-8.08105466070124e-06,-6.439581476376089e-05,-5.714168262667212e-06,-0.00019571660754571469,-0.00015397038686633038,-2.138047388766402e-05,-1.7142511700787184e-05,-5.714168262901053e-06,-8.081054661174041e-06,-6.285623094840392e-05,-2.213089412770292e-05,-3.999927458151165e-05,-4.677263857743008e-05,-1.1428338250870875e-05,-1.1428338250967022e-05,-2.2130894127025854e-05,-9.897230754428939e-06,-9.897230752863202e-06,-0.00017843360423950582,-1.806979484124252e-05,-8.944198033913798e-05,-2.6185634993381127e-05,-8.081054660456235e-06,-0.5229559832011552,,,,,,,-0.0027501799377696173,-0.001231910013763388,-0.0006533832449779646,0.1286952874890875,,,,0.02075263199197505,-0.007673221899416075,,,,,,,,0.02246674223733189,,0.0005432647963516371,,,,,,,,,0.012040734810546494,,,-0.010728483832243882,-0.03111836226809108,0.050879705072490795,,,,,,
Link Down,-0.0005094309532949046,-0.005494413202858323,-0.0001390003120694043,0.017697058916050404,-0.00021611207283984404,-0.00024153266980421313,-1.617422308628546e-05,-0.001413384203666742,-0.0002941187729143645,-0.0003829494360348539,-0.00011052352974583318,-0.00019779031650106436,-0.00030841997482728426,-2.7451377846092844e-06,-5.672449892384279e-05,-1.332786415095411e-05,0.007102257895712073,-0.00017250982145471558,-0.0003732092061275624,-0.0008882091030139955,-7.576253229586384e-05,-0.00012195333473935795,-5.290566984979638e-06,-0.005498010706208601,-2.9346758825249283e-06,-1.4673374978999794e-06,-2.1515855167610235e-05,-3.7613297904326804e-05,-1.2276711663066186e-05,-4.975988819122845e-06,-9.222108953984887e-06,-5.8831274259661876e-05,1.0,-5.5272197848020257e-05,-1.467337497734801e-06,-1.1692829419461117e-05,-1.037564242811369e-06,-3.553772734069465e-05,-2.7957554012817203e-05,-3.882212454412659e-06,-3.112693983740079e-06,-1.0375642429414141e-06,-1.4673374976518258e-06,-1.141327567973682e-05,-4.018471867589614e-06,-7.262967262571461e-06,-8.492857595084282e-06,-2.0751287987750715e-06,-2.0751287990077565e-06,-4.0184718672515004e-06,-1.7971141653618713e-06,-1.79711416551177e-06,-3.2399523242461626e-05,-3.2810677130004768e-06,-1.6240648919885973e-05,-4.754721470956559e-06,-1.467337497825416e-06,-0.09495702674835922,,,,,,,-0.0007254543080873861,-0.0003835645971676428,-0.00021268620814679753,-0.006985856941282829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Fault,-0.002635856949263739,-0.02842875394666517,-0.0007192043126030407,0.059725251932291466,0.0013265168821370893,0.07393274086610607,-8.36873732021153e-05,-0.007313019658820847,-0.0015218058629677326,-0.0019814263840332532,-0.0005718620196881167,-0.0010233908572538383,-0.001595801999029093,-1.4203672670187697e-05,-0.00029349937169583206,-6.895997011829585e-05,-0.004705875604334275,0.1880099610776564,-0.0019310292635404177,0.01827585469070709,-0.0003920044435022879,-0.0006310012039713554,-2.737402913023703e-05,-0.02842022615877974,-1.5184365551772308e-05,-7.592180480255989e-06,-0.00011132561937307695,-0.00019461572173890844,-6.35211809409904e-05,-2.5746363897894243e-05,-4.771629958676173e-05,-0.0003044000802986619,-5.5272197848020257e-05,1.0,-7.59218048031832e-06,-6.050010404016124e-05,-5.368482031902861e-06,-0.00018387647030795415,-0.00014465574289636827,-2.008703360809626e-05,-1.610545258391203e-05,-5.368482032275235e-06,-7.592180480411561e-06,-5.905365939885273e-05,-2.0792056158982263e-05,-3.757946511645559e-05,-4.394306542280532e-05,-1.0736965684927314e-05,-1.0736965685055787e-05,-2.079205616601872e-05,-9.298484575317211e-06,-9.298484571970055e-06,-0.00016763902523620112,-1.69766384895332e-05,-8.403106844605696e-05,-2.460150007308712e-05,-7.592180480292724e-06,-0.49131906335227826,,,,,,,-0.003911754270678567,0.02246490950556268,-0.0003395180547171455,0.1763679711457764,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012200722804910974,-0.03868390568143,-0.01869796509432275,,,,,,
Loss Of Channel,-6.997535635092948e-05,-0.0007547117412491164,-1.9093061204407456e-05,-8.291420086630911e-05,-2.9685120625956324e-05,-3.317688988176557e-05,-2.221688762410429e-06,-0.00019414223392273018,-4.040010880225562e-05,0.0038316742613271134,-1.5181494818987194e-05,-2.7168447040344478e-05,-4.23645196732065e-05,-3.770716982705154e-07,-7.79166833102997e-06,-1.8307133420129014e-06,0.0003844817430671988,-2.369592218565574e-05,-5.126395837669877e-05,0.0007650069084635153,-1.0406729629477506e-05,-1.6751491045015165e-05,-7.267114563947272e-07,-0.0007552058936976544,-4.0310662182315285e-07,-2.0155324995596039e-07,-2.955414513328481e-06,-5.166556737444197e-06,-1.686327200891097e-06,-6.835010485573684e-07,-1.2667474484625093e-06,-8.08105466070124e-06,-1.467337497734801e-06,-7.59218048031832e-06,1.0,-1.6061252266072858e-06,-1.4251966268102243e-07,-4.8814566908269295e-06,-3.8402452622596225e-06,-5.332600977187369e-07,-4.275591602856691e-07,-1.4251966270652972e-07,-2.015532499801173e-07,-1.5677257690203244e-06,-5.519766693443446e-07,-9.976400510981138e-07,-1.166577595122206e-06,-2.8503936836386587e-07,-2.8503936840932655e-07,-5.519766692989018e-07,-2.4685132161055087e-07,-2.4685132161340415e-07,-4.4503934613846255e-06,-4.50686949730062e-07,-2.2308130030623113e-06,-6.531078002161198e-07,-2.0155324997682792e-07,-0.013043282392434066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005897780513478845,,,,,,,,,,,
Loss Of Clock,-0.0005576153453280307,-0.006014100824013632,-0.00015214761984035604,0.005490730624119807,0.03057148146403078,0.0005021628474530425,-1.7704057703518577e-05,-0.0015470687749746764,-0.00032193791934993516,0.0017743336579660069,-0.00012097736858615078,0.002119478037030307,-0.00033759179664347665,-3.0047859167504277e-06,-6.208977066223949e-05,-1.4588476653187066e-05,0.004065213275018124,0.012120607824680156,-0.0004085091002322119,0.002033224474665432,-8.29285114095239e-05,-0.00013348825863688363,-5.790973863597274e-06,-0.006018038594860637,-3.2122514247599627e-06,-1.6061252265125555e-06,-2.3550926656342977e-05,-4.117094174014339e-05,-1.3437901190140916e-05,-5.44664140579256e-06,-1.0094379692812886e-05,-6.439581476376089e-05,-1.1692829419461117e-05,-6.050010404016124e-05,-1.6061252266072858e-06,1.0,-1.1357019821313267e-06,-3.889905388499953e-05,-3.0601911871009325e-05,-4.24941049405359e-06,-3.4071073193522424e-06,-1.1357019821680062e-06,-1.6061252267249905e-06,-1.2492797340098824e-05,-4.39855796643009e-06,-7.949933101942553e-06,-9.296152282160886e-06,-2.2714043071875132e-06,-2.2714043071806573e-06,-4.398557966050129e-06,-1.967093733884048e-06,-1.9670937336699986e-06,-3.546402356934944e-05,-3.591406635259546e-06,-1.7776766395766755e-05,-5.204445544905537e-06,-1.6061252265676326e-06,-0.10393851200324442,,,,,,,-0.00080478417676357,-0.0003290155691876116,-0.00018243894445282467,0.01810298515455259,,,,,,,,,,,,,-0.0032061947361698615,,0.03625367721631955,,,,,,,,,0.007400459251597388,,,-0.0023911042105915293,-0.0028177187865763356,-0.035554266529662926,,,,,,
Loss Of Data Synch,-4.9480046517695356e-05,-0.000533661763169575,-1.3500832370235552e-05,-5.862919072179496e-05,0.004801047110463565,-2.3459602641141522e-05,-1.5709711106195306e-06,-0.00013727928322649832,-2.8567189460928055e-05,-3.719514054992658e-05,-1.0734937395857677e-05,-1.9210992171366716e-05,-2.9956237638667915e-05,-2.666299413876165e-07,-5.509541235364915e-06,-1.2945097533756313e-06,0.000689828618605654,-1.6755546417567455e-05,-3.6249090777838674e-05,-8.62700380226833e-05,-7.358668723919869e-06,-1.1845092318223638e-05,-5.138625730670402e-07,-0.0005340111818264348,-2.850394114848045e-07,-1.4251966266490742e-07,-2.0897935383716136e-06,-3.653307120810714e-06,-1.1924133392813553e-06,-4.833082022201331e-07,-8.95725665886066e-07,-5.714168262667212e-06,-1.037564242811369e-06,-5.368482031902861e-06,-1.4251966268102243e-07,-1.1357019821313267e-06,1.0,-3.451710953274244e-06,-2.7154633299017864e-06,-3.7707181219957714e-07,-3.023299664068119e-07,-1.0077661484421089e-07,-1.4251966265596963e-07,-1.1085494666028521e-06,-3.903064263404414e-07,-7.05438009916976e-07,-8.248948868809532e-07,-2.0155326017082274e-07,-2.0155326010855455e-07,-3.903064263083088e-07,-1.7455023468595858e-07,-1.7455023468809999e-07,-3.1469032374709055e-06,-3.186837823286973e-07,-1.5774229230748845e-06,-4.618169311771159e-07,-1.4251966265630521e-07,-0.009222992963368409,,,,,,,-7.735416302816993e-05,-3.724980125460368e-05,-2.065503109310451e-05,0.0011353327982588394,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00023033065080275871,-0.0008016167342354994,-0.005043966417917052,,,,,,
Loss Of Frame,-0.0016947465316705147,-0.01827850793901466,-0.0004624184992111249,0.05264528285382046,-0.0004373466376466275,0.0077725848136269175,0.026170672239739092,-0.004701967874814069,-0.0009784579578563277,-0.001113575841370151,0.008962971763490785,-0.000657997812368977,-0.0010260344010097615,-9.132371539508376e-06,-0.00018870790468954852,-4.433839639579577e-05,-0.002611693799501175,0.17729801991382727,-0.0012415716074855394,-0.0005739834575320564,-0.0002520425742383461,-0.0004057075639572958,-1.7600363688394722e-05,-0.018290475908907432,-9.762916332744747e-06,-4.881456689559552e-06,-7.157774906311165e-05,-0.0001251298252171645,-4.0841480830492634e-05,-1.6553842558565623e-05,-3.067959859686427e-05,-0.00019571660754571469,-3.553772734069465e-05,-0.00018387647030795415,-4.8814566908269295e-06,-3.889905388499953e-05,-3.451710953274244e-06,1.0,-9.300763411320335e-05,-1.2915128241570884e-05,-1.0355137036809878e-05,-3.451710952824737e-06,-4.881456689700586e-06,-3.796905007136264e-05,-1.3368428472567436e-05,-2.4162035124291032e-05,-2.8253565789516155e-05,-6.903422952937511e-06,-6.9034229492146025e-06,-1.3368428471442616e-05,-5.978539347025442e-06,-5.978539347089477e-06,-0.0001077849299460851,-1.0915273389027154e-05,-5.402848659028283e-05,-1.581774266366279e-05,-4.8814566895847235e-06,-0.3158977495394009,,,0.46850645208115477,,,,-0.002586491262692274,-0.00029112623682706236,-0.00021959864419567127,0.11028932573376131,,,0.6190652366905799,,,,,,,,,,,,,,,,,,,,,0.001283902189004078,,,-0.006952831616346043,-0.021861693450123013,-0.01669736501224416,,,,,,
Loss Of Signal,-0.0013332582369068012,-0.014379714487163492,-0.00036378494439421135,0.02599651436825957,0.009814612034896513,-0.000632127709177039,0.016624299765105082,0.0017665997076826562,-0.0007697535339181396,-0.00018672063077923622,0.0213377207417459,-0.0005176473216591276,-0.00030329843723241306,-7.184442836078628e-06,-0.00014845663563844446,-3.4881046269501184e-05,0.010117874612462227,0.01544185913174075,-0.0006631586183996763,0.006940406295956947,-0.00019828206275955134,-0.0003191704134317916,-1.3846217949704545e-05,-0.014389129696653288,-7.680492846425537e-06,-3.840245262323777e-06,-5.6310263308895054e-05,-9.84397177328564e-05,-3.213002045146634e-05,-1.3022919076140383e-05,-2.413566087279892e-05,-0.00015397038686633038,-2.7957554012817203e-05,-0.00014465574289636827,-3.8402452622596225e-06,-3.0601911871009325e-05,-2.7154633299017864e-06,-9.300763411320335e-05,1.0,-1.0160340078660785e-05,-8.146393271145575e-06,-2.7154633301450254e-06,-3.840245262177419e-06,-2.9870277241377374e-05,-1.0516951673965055e-05,-1.900828928194893e-05,-2.2227099208418216e-05,-5.430927479991207e-06,-5.430927479958869e-06,-1.0516951672701424e-05,-4.7033209243976155e-06,-4.703320924743017e-06,-8.479447694265425e-05,-8.587052918586343e-06,-4.250424674484466e-05,-1.244382879500009e-05,-3.840245262286673e-06,-0.24851697216967478,,,0.3716103679063969,,,,-0.001568754406688366,-0.0002534407671744171,-0.0003931772322492878,0.026410104096545473,,,0.5754750910921383,0.005733549599426286,0.0008291037186985293,,,,,,,,,0.007235191292586862,,0.0988219223951251,,0.0027800861591119113,,0.032081844823056,,,,0.0036007167405764247,,,-0.004335990112605304,-0.016264506168925507,-0.0766017118643308,,,,,,
ODU AIS,-0.0001851375027150184,-0.0019967807863133912,-5.051552226187432e-05,-0.00021937048826681444,-7.853949431342976e-05,-8.777785297624123e-05,-5.878039510722256e-06,-0.0005136523804590263,-0.00010688870547494673,-0.00013917156350897058,0.0351256647795098,-7.188099783525481e-05,-0.00011208605123359415,-9.976385431757478e-07,-2.0614829170855453e-05,-4.84361515314856e-06,0.0012406523117454815,0.0015492344233939874,-0.00013563176707968137,0.0013535014290294335,-2.7533635215531517e-05,-4.4320306209966647e-05,-1.9226989506168293e-06,-0.001998088191426721,-1.0665205178555417e-06,-5.332600977292804e-07,-7.81929654743096e-06,-1.3669432526803426e-05,-4.461605098672756e-06,-1.8083748886486859e-06,-3.3515007497528705e-06,-2.138047388766402e-05,-3.882212454412659e-06,-2.008703360809626e-05,-5.332600977187369e-07,-4.24941049405359e-06,-3.7707181219957714e-07,-1.2915128241570884e-05,-1.0160340078660785e-05,1.0,-1.1312158932172803e-06,-3.770718121721507e-07,-5.332600976892215e-07,-4.147815016374712e-06,-1.4603938792442745e-06,-2.639509069350674e-06,-3.0864760676935532e-06,-7.541437384306099e-07,-7.541437382495019e-07,-1.4603938792824865e-06,-6.531076026557677e-07,-6.531076026693501e-07,-1.1774641453483767e-05,-1.1924063090627028e-06,-5.902179997579834e-06,-1.7279618637601787e-06,-5.332600976822961e-07,-0.034509302354955744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002282936449823332,,,,,,,,,,,
ODU BDI,-0.00014844019932929415,-0.0016009859351151926,-4.050251344314706e-05,-0.00017588764309392745,-6.297167252969501e-05,-7.037883623970622e-05,-4.712915230864398e-06,-0.0004118380157662783,-8.570160293508829e-05,-0.00011158546664562822,0.02816317927837608,-5.763299974460991e-05,-8.986874913850983e-05,-7.998901469920071e-07,-1.652863037876038e-05,-3.883530826370218e-06,0.0012335683840484968,0.001960160243465815,-0.00010874731619057556,0.0005774722298681959,-2.2076015061490304e-05,-3.5535291291056744e-05,-1.5415883401146339e-06,-0.0016020341907196339,-8.551185791244831e-07,-4.2755916028170926e-07,-6.269383141210827e-06,-1.095992577840839e-05,-3.5772414593826005e-06,-1.4499251901118977e-06,-2.6871780813747234e-06,-1.7142511700787184e-05,-3.112693983740079e-06,-1.610545258391203e-05,-4.275591602856691e-07,-3.4071073193522424e-06,-3.023299664068119e-07,-1.0355137036809878e-05,-8.146393271145575e-06,-1.1312158932172803e-06,1.0,-3.0232996642747494e-07,-4.275591602909224e-07,-3.325649738450424e-06,-1.1709197512384373e-06,-2.1163148825284875e-06,-2.4746856584780655e-06,-6.046600241076283e-07,-6.04660024114884e-07,-1.170919751145473e-06,-5.236509151224766e-07,-5.236509151285294e-07,-9.440713519699441e-06,-9.560517324540044e-07,-4.732270677531989e-06,-1.385451351754052e-06,-4.2755916028379275e-07,-0.02766899005120983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010306253490380546,,,,,,,,,,,
ODU LCK,-4.948004652749742e-05,-0.0005336617631467888,-1.3500832369647774e-05,-5.86291907177493e-05,-2.0990549041185712e-05,-2.345960264713536e-05,-1.5709711107944973e-06,-0.00013727928323235245,-2.8567189460305303e-05,-3.719514055353464e-05,0.009387722644758952,-1.921099217268601e-05,-2.9956237638730992e-05,-2.6662994137010374e-07,-5.509541234472724e-06,-1.2945097533631012e-06,0.0006898286186491272,-1.6755546416591263e-05,-3.624909077939735e-05,-8.62700380240784e-05,-7.358668725541332e-06,-1.1845092318340888e-05,-5.138625731621529e-07,-0.0005340111818907103,-2.850394115403308e-07,-1.4251966267402927e-07,-2.089793538433595e-06,-3.653307121190748e-06,-1.1924133394656066e-06,-4.833082022640338e-07,-8.957256658947708e-07,-5.714168262901053e-06,-1.0375642429414141e-06,-5.368482032275235e-06,-1.4251966270652972e-07,-1.1357019821680062e-06,-1.0077661484421089e-07,-3.451710952824737e-06,-2.7154633301450254e-06,-3.770718121721507e-07,-3.0232996642747494e-07,1.0,-1.4251966267882623e-07,-1.1085494668713522e-06,-3.9030642636751453e-07,-7.054380098972724e-07,-8.248948868832333e-07,-2.0155326020346808e-07,-2.0155326012717408e-07,-3.903064263346741e-07,-1.7455023469806594e-07,-1.7455023470008346e-07,-3.146903237548219e-06,-3.186837823150534e-07,-1.5774229229191005e-06,-4.6181693120668025e-07,-1.425196626654271e-07,-0.009222992963313612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005836618027256316,,,,,,,,,,,
